"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,Urban,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
035107,"HAVEN OF PHOENIX","4202 NORTH 20TH AVENUE",PHOENIX,AZ,85015,6022643824,060,Maricopa,Y,"For profit - Corporation",114,106.9,,"Medicare and Medicaid",N,"HAVEN OF PHOENIX LLC",1985-06-24,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,Y,N,N,None,Yes,3,,2,,5,,5,,4,,3,,,,1.92896,0.76512,0.53212,1.29724,3.22619,2.84481,0.33357,0.05046,37.4,,41.7,,0,,1.33680,0.94684,2.19421,0.81302,0.64889,3.65611,3.24120,2.02272,0.80231,0.55798,3.38302,2.98310,2026-05-06,8,6,2,60,1,0,60,2025-01-24,8,4,6,36,1,0,36,54.000,,1,8278.00,0,1,"4202 NORTH 20TH AVENUE,PHOENIX,AZ,85015",33.4966,'-112.1,,2026-07-01
035110,"Sun West Choice Healthcare & Rehab","14002 WEST MEEKER BLVD","SUN CITY WEST",AZ,85375,6235846161,060,Maricopa,Y,"For profit - Corporation",140,134.0,,"Medicare and Medicaid",N,"APACHE TRAIL HEALTHCARE, INC.",1985-07-25,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,4,,,,2.17514,0.83742,0.59432,1.43174,3.60688,3.16585,0.37344,0.07818,34.4,,41.7,,0,,1.29074,0.91421,2.11861,0.78500,0.62653,3.53014,3.12953,2.36227,0.90947,0.64545,3.91718,3.43821,2024-09-03,3,2,2,16,1,0,16,2023-02-03,4,3,1,32,1,0,32,20.000,,1,4838.00,0,1,"14002 WEST MEEKER BLVD,SUN CITY WEST,AZ,85375",33.6589,'-112.36,,2026-07-01
035111,"Lake Pleasant Post Acute Rehabilitation Center","20625 NORTH LAKE PLEASANT ROAD",PEORIA,AZ,85382,6235660642,060,Maricopa,Y,"For profit - Limited Liability company",128,101.5,,"Medicare and Medicaid",N,"LAKE PLEASANT HEALTHCARE INC.",1985-07-29,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,2,,,,1.78455,0.94598,0.59208,1.53806,3.32261,2.91525,0.45789,0.07909,50.0,,61.1,,0,,1.37453,0.97356,2.25614,0.83596,0.66720,3.75931,3.33269,1.81993,0.96474,0.60382,3.38848,2.97305,2026-02-26,5,5,1,28,1,0,28,2024-05-10,8,5,3,44,1,0,44,32.000,,0,0.00,0,0,"20625 NORTH LAKE PLEASANT ROAD,PEORIA,AZ,85382",33.671,'-112.28,,2026-07-01
035112,"APACHE JUNCTION HEALTH CENTER","2012 WEST SOUTHERN AVE","APACHE JUNCTION",AZ,85120,4809830700,100,Pinal,Y,"For profit - Corporation",190,177.7,,"Medicare and Medicaid",N,"APACHE JUNCTION COMMUNITY HEALTHCARE LLC",1998-05-13,"PACS GROUP",690,281,2.8,2.5,2.4,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,2,,,,2.14381,1.22938,0.22802,1.45740,3.60121,3.55978,0.33357,0.06043,42.6,,35.7,,0,,1.58898,1.12546,2.60814,0.96639,0.77130,4.34583,3.85265,1.89124,1.08454,0.20116,3.17694,3.14040,2025-02-21,5,5,5,24,1,0,24,2023-06-16,5,1,4,44,1,0,44,29.000,,0,0.00,0,0,"2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120",33.3933,'-111.57,,2026-07-01
035114,"Mountain View Manor","1045 SANDRETTO DRIVE",PRESCOTT,AZ,86305,9287784837,120,Yavapai,Y,"For profit - Individual",116,48.4,,"Medicare and Medicaid",N,"SANDRETTO HILLS NURSING CENTER 2",1985-06-10,"CIRCLE B ENTERPRISES",145,36,2.5,3.1,2.0,1.9,N,,Y,N,N,Resident,Yes,1,,1,,2,,2,,1,,3,,,,2.43206,1.60412,0.25867,1.86280,4.29485,3.91527,0.17982,0.09949,51.4,,57.1,,2,,1.20218,0.85149,1.97325,0.73115,0.58354,3.28794,2.91482,2.83585,1.87046,0.30162,5.00793,4.56532,2025-02-28,12,12,0,60,1,0,60,2023-02-22,23,18,5,144,1,0,144,81.000,,0,0.00,0,0,"1045 SANDRETTO DRIVE,PRESCOTT,AZ,86305",34.6028,'-112.46,,2026-07-01
035116,"THE REHABILITATION CENTER AT THE PALAZZO","6250 NORTH 19TH AVENUE",PHOENIX,AZ,85015,6024336300,060,Maricopa,Y,"For profit - Limited Liability company",60,52.9,,"Medicare and Medicaid",N,"APHZ LLC",1985-09-19,"ASPEN SKILLED HEALTHCARE",50,35,3.7,3.1,3.9,4.5,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,4,,,,2.49286,1.25255,0.58145,1.83400,4.32686,3.77396,0.42596,0.13799,51.6,,20.0,,0,,1.48123,1.04914,2.43129,0.90086,0.71900,4.05114,3.59140,2.35915,1.18537,0.55026,4.09477,3.57153,2025-06-27,6,5,1,32,1,0,32,2023-09-08,10,7,5,52,1,0,52,37.000,0,0,0.00,0,0,"6250 NORTH 19TH AVENUE,PHOENIX,AZ,85015",33.5285,'-112.1,,2026-07-01
035117,"PAYSON CARE CENTER","107 EAST LONE PINE DRIVE",PAYSON,AZ,85541,9284746896,030,Gila,N,"For profit - Limited Liability company",163,41.0,,"Medicare and Medicaid",N,"PAYSON UNITED MEDICAL INVESTORS LLC",1985-11-25,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,N,N,N,Resident,Yes,2,,2,,4,,3,,5,,3,,,,2.12768,1.00850,0.82326,1.83176,3.95945,3.55133,0.62910,0.00609,53.5,,50.0,,2,,1.36611,0.96760,2.24233,0.83085,0.66312,3.73630,3.31229,2.18323,1.03483,0.84476,4.06281,3.64404,2025-03-07,7,7,1,40,1,0,40,2023-04-06,14,3,11,64,1,0,64,46.000,,0,0.00,0,0,"107 EAST LONE PINE DRIVE,PAYSON,AZ,85541",34.2312,'-111.32,,2026-07-01
035118,"HAVEN OF CAMP VERDE","86 WEST SALT MINE ROAD","CAMP VERDE",AZ,86322,9285675253,120,Yavapai,Y,"For profit - Limited Liability company",58,48.0,,"Medicare and Medicaid",N,"HAVEN OF CAMP VERDE LLC",1985-11-13,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,Y,N,N,Resident,Yes,3,,2,,5,,5,,4,,3,,,,1.93814,0.48231,0.70833,1.19064,3.12877,2.79592,0.53045,0.04816,51.1,,50.0,,1,,1.29658,0.91835,2.12820,0.78856,0.62936,3.54612,3.14369,2.09539,0.52144,0.76580,3.38263,3.02277,2026-05-28,6,3,4,44,1,0,44,2025-01-30,11,5,6,52,1,0,52,46.000,,1,18252.00,0,1,"86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322",34.5549,'-111.86,,2026-07-01
035120,"MI CASA NURSING CENTER","330 SOUTH PINNULE CIRCLE",MESA,AZ,85206,4809810687,060,Maricopa,Y,"For profit - Corporation",180,99.4,,"Medicare and Medicaid",N,"MESA UNITED MEDICAL INVESTORS LIMITED PARTNERSHIP",1985-11-27,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,Y,N,N,Resident,Yes,3,,2,,5,,4,,5,,3,,,,2.16665,0.89353,0.78340,1.67693,3.84358,3.44801,0.75352,0.08796,51.3,,33.3,,1,,1.41843,1.00466,2.32820,0.86266,0.68851,3.87937,3.43913,2.14122,0.88304,0.77421,3.79846,3.40754,2025-04-04,10,6,4,52,1,0,52,2023-06-08,8,1,7,40,1,0,40,49.000,,0,0.00,0,0,"330 SOUTH PINNULE CIRCLE,MESA,AZ,85206",33.4108,'-111.7,,2026-07-01
035121,"BOSWELL TRANSITIONAL CARE OF CASCADIA","10601 WEST SANTA FE DRIVE","SUN CITY",AZ,85351,6238327000,060,Maricopa,Y,"For profit - Limited Liability company",115,96.5,,"Medicare and Medicaid",N,"SUN CITY OF CASCADIA LLC",1985-12-16,"CASCADIA HEALTHCARE",118,45,3.1,2.9,2.7,3.9,N,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,2,,,,2.05813,1.07165,0.62777,1.69941,3.75755,3.17679,0.34498,0.14080,44.0,,42.9,,0,,1.64651,1.16621,2.70257,1.00138,0.79922,4.50318,3.99214,1.75222,0.91236,0.53446,3.19904,2.70461,2025-05-09,2,2,0,12,1,0,12,2023-03-23,2,2,0,8,1,0,8,11.000,,0,0.00,0,0,"10601 WEST SANTA FE DRIVE,SUN CITY,AZ,85351",33.6039,'-112.29,,2026-07-01
035125,"RIDGECREST POST ACUTE","16640 NORTH 38TH STREET",PHOENIX,AZ,85032,6024826671,060,Maricopa,Y,"For profit - Limited Liability company",200,171.2,,"Medicare and Medicaid",N,"RIDGECREST COMMUNITY HEALTHCARE, LLC",1986-02-28,"PACS GROUP",690,281,2.8,2.5,2.4,4.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,,,2.74464,1.09110,0.19403,1.28513,4.02976,3.75657,0.16926,0.01907,58.8,,63.2,,0,,1.28938,0.91326,2.11639,0.78418,0.62587,3.52644,3.12625,2.98389,1.18621,0.21094,4.38103,4.08403,2026-02-27,2,2,0,12,1,0,12,2024-12-05,9,4,5,40,1,0,40,19.000,,0,0.00,0,0,"16640 NORTH 38TH STREET,PHOENIX,AZ,85032",33.638,'-112,,2026-07-01
035126,"Life Care Center of North Glendale","13620 NORTH 55TH AVENUE",GLENDALE,AZ,85304,6028438433,060,Maricopa,Y,"For profit - Corporation",223,119.2,,"Medicare and Medicaid",N,"GLENDALE MEDICAL INVESTORS LIMITED PARTNERSHIP",1986-04-10,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,N,Y,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,1.71545,1.09121,0.58594,1.67715,3.39260,3.02606,0.34656,0.06334,29.6,,20.0,,0,,1.39739,0.98976,2.29367,0.84987,0.67830,3.82184,3.38813,1.72083,1.09464,0.58778,3.40324,3.03556,2023-07-03,1,1,0,8,1,0,8,2022-05-05,13,10,3,72,1,0,72,24.000,,0,0.00,0,0,"13620 NORTH 55TH AVENUE,GLENDALE,AZ,85304",33.6076,'-112.18,,2026-07-01
035127,"Haven Health Prescott, LLC","864 DOUGHERTY STREET",PRESCOTT,AZ,86305,9287789667,120,Yavapai,Y,"For profit - Limited Liability company",58,56.6,,"Medicare and Medicaid",N,"HAVEN HEALTH PRESCOTT LLC",1986-03-19,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,N,N,N,Resident,Yes,4,,4,,3,,4,,1,,3,,,,2.05184,0.64528,1.03627,1.68154,3.73339,3.12818,0.70119,0.04737,47.8,,35.3,,0,,1.62720,1.15253,2.67087,0.98963,0.78985,4.45035,3.94531,1.76760,0.55588,0.89271,3.21620,2.69483,2025-07-25,5,4,1,20,1,0,20,2024-08-01,3,2,2,12,1,0,12,18.000,,0,0.00,0,0,"864 DOUGHERTY STREET,PRESCOTT,AZ,86305",34.5548,'-112.49,,2026-07-01
035130,"ARCHSTONE CARE CENTER","1980 WEST PECOS ROAD",CHANDLER,AZ,85224,4808211268,060,Maricopa,Y,"For profit - Partnership",120,80.3,,"Medicare and Medicaid",N,"PECOS HEALTHCARE LIMITED PTRSHP",1986-08-29,,,,,,,,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,4,,3,,,,2.08502,0.96458,0.47012,1.43470,3.51971,3.09120,0.45253,0.01631,18.4,,0.0,,0,,1.33656,0.94667,2.19382,0.81287,0.64877,3.65547,3.24063,2.18675,1.01165,0.49306,3.69146,3.24204,2026-01-16,4,4,2,16,1,0,16,2023-10-13,2,1,1,8,1,0,8,14.000,,0,0.00,0,0,"1980 WEST PECOS ROAD,CHANDLER,AZ,85224",33.2914,'-111.88,,2026-07-01
035131,"Granite Creek Health & Rehabilitation Center","1045 SCOTT DRIVE",PRESCOTT,AZ,86301,9287789603,120,Yavapai,Y,"For profit - Partnership",128,104.4,,"Medicare and Medicaid",N,"WATSON WOODS HEALTHCARE, INC.",1986-07-31,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,2,,2,,5,,5,,4,,1,,,,1.70129,1.00862,0.43805,1.44667,3.14796,3.08189,0.35182,0.05423,,27,,27,,27,1.41274,1.00063,2.31886,0.85920,0.68575,3.86381,3.42533,1.68809,1.00079,0.43465,3.12354,3.05799,2026-01-07,4,4,2,24,1,0,24,2024-10-02,19,10,11,116,1,0,116,47.000,,0,0.00,0,0,"1045 SCOTT DRIVE,PRESCOTT,AZ,86301",34.5609,'-112.47,,2026-07-01
035132,"CORONADO HEALTHCARE CENTER","11411 NORTH 19TH AVE",PHOENIX,AZ,85029,6022567500,060,Maricopa,Y,"For profit - Individual",191,174.7,,"Medicare and Medicaid",N,"NORTH MOUNTAIN HEALTHCARE LLC",1986-08-05,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,2.07874,1.08075,0.39048,1.47123,3.54996,3.07256,0.19031,0.06609,43.8,,25.0,,1,,1.29714,0.91875,2.12912,0.78890,0.62964,3.54766,3.14506,2.24642,1.16793,0.42198,3.83633,3.32042,2026-01-30,4,4,1,16,1,0,16,2023-12-21,8,0,8,32,0,0,32,20.000,,0,0.00,0,0,"11411 NORTH 19TH AVE,PHOENIX,AZ,85029",33.5894,'-112.1,,2026-07-01
035133,"Life Care Center Of Yuma","2450 SOUTH 19TH AVENUE",YUMA,AZ,85364,9283440425,130,Yuma,Y,"For profit - Corporation",128,105.3,,"Medicare and Medicaid",N,"LIFE CARE CENTERS OF AMERICA, INC.",1986-08-18,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,N,Y,N,Resident,Yes,2,,2,,4,,4,,3,,2,,,,2.37685,0.95219,0.42807,1.38026,3.75712,3.43318,0.18380,0.04447,42.5,,36.4,,1,,1.49668,1.06008,2.45664,0.91025,0.72649,4.09339,3.62886,2.22614,0.89182,0.40092,3.51888,3.21549,2024-06-27,10,4,6,40,1,0,40,2022-12-22,11,6,5,68,1,0,68,47.000,,0,0.00,0,0,"2450 SOUTH 19TH AVENUE,YUMA,AZ,85364",32.6828,'-114.64,,2026-07-01
035134,"RIM COUNTRY HEALTH & RETIREMENT COMMUNITY","807 WEST LONGHORN ROAD",PAYSON,AZ,85541,9284741120,030,Gila,N,"For profit - Corporation",109,68.1,,"Medicare and Medicaid",N,"RIM COUNTRY REHAB, INC",1986-10-31,,,,,,,,N,,Y,N,N,Resident,Yes,2,,2,,2,,2,,3,,3,,,,2.12636,1.01511,0.66309,1.67820,3.80456,3.48930,0.59825,0.05854,,26,,26,,26,1.11641,0.79074,1.83248,0.67898,0.54191,3.05337,2.70687,2.66987,1.27458,0.83258,4.77703,4.38119,2025-02-28,6,3,3,24,1,0,24,2023-06-09,26,11,15,152,1,0,152,56.000,,1,10358.00,0,1,"807 WEST LONGHORN ROAD,PAYSON,AZ,85541",34.2393,'-111.33,,2026-07-01
035135,"Montecito Post Acute Care and Rehabilitation","51 SOUTH 48TH STREET",MESA,AZ,85206,9494879500,060,Maricopa,Y,"For profit - Corporation",222,201.7,,"Medicare and Medicaid",N,"SUNLAND HEALTH ASSOCIATES, LLC.",1986-09-17,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,4,,,,2.13089,0.84721,1.23207,2.07928,4.21018,3.48207,0.81670,0.05470,34.2,,17.6,,0,,1.80898,1.28128,2.96925,1.10019,0.87809,4.94753,4.38607,1.65123,0.65651,0.95473,3.26247,2.69825,2025-02-14,3,3,0,16,1,0,16,2023-08-18,5,2,3,40,1,0,40,22.000,,1,8278.00,0,1,"51 SOUTH 48TH STREET,MESA,AZ,85206",33.4144,'-111.73,,2026-07-01
035136,"LIFE CARE CENTER OF SIERRA VISTA","2305 EAST WILCOX DRIVE","SIERRA VISTA",AZ,85635,5204581050,010,Cochise,Y,"For profit - Corporation",152,71.3,,"Medicare and Medicaid",N,"SIERRA VISTA MEDICAL INVESTORS, LP",1986-10-02,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,Y,N,N,Resident,Yes,1,,1,,4,,5,,4,,3,,,,1.81555,1.15624,0.67394,1.83018,3.64573,3.07925,0.35985,0.07207,34.8,,36.4,,2,,1.35540,0.96001,2.22474,0.82433,0.65792,3.70699,3.28630,1.87768,1.19581,0.69700,3.77048,3.18462,2025-09-09,11,9,5,56,1,0,56,2023-12-22,11,1,11,84,1,0,84,63.000,,2,55881.00,0,2,"2305 EAST WILCOX DRIVE,SIERRA VISTA,AZ,85635",31.5521,'-110.27,,2026-07-01
035139,"HAVEN OF SHOW LOW","2401 EAST HUNT STREET","SHOW LOW",AZ,85901,9285375333,080,Navajo,N,"For profit - Limited Liability company",58,53.0,,"Medicare and Medicaid",N,"HAVEN OF SHOW LOW LLC",1987-03-05,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,4,,1,,,,1.38858,0.91488,0.50035,1.41523,2.80381,2.49502,0.46834,0.02725,59.0,,55.6,,0,,1.37664,0.97506,2.25961,0.83725,0.66823,3.76509,3.33781,1.41393,0.93159,0.50948,2.85501,2.54058,2024-08-08,11,10,1,52,1,0,52,2023-08-10,18,8,10,120,1,0,120,69.000,,2,46852.00,0,2,"2401 EAST HUNT STREET,SHOW LOW,AZ,85901",34.2037,'-110.02,,2026-07-01
035140,"LIFE CARE CENTER OF TUCSON","6211 NORTH LA CHOLLA BOULEVARD",TUCSON,AZ,85741,5205750900,090,Pima,Y,"For profit - Corporation",162,84.2,,"Medicare and Medicaid",N,"TUCSON MEDICAL INVESTORS LLC",1987-01-07,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,N,N,N,Resident,Yes,1,,1,,4,,5,,3,,4,,,,2.18548,0.95234,0.70926,1.66160,3.84708,3.21753,0.38279,0.05476,42.9,,43.8,,0,,1.36453,0.96648,2.23974,0.82988,0.66235,3.73197,3.30846,2.24513,0.97833,0.72862,3.95209,3.30535,2024-07-17,13,9,4,76,1,0,76,2023-03-14,15,8,7,68,1,0,68,74.000,,0,0.00,0,0,"6211 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741",32.3195,'-111.01,,2026-07-01
035141,"Heritage Health Care Center","1300 SOUTH STREET",GLOBE,AZ,85501,9284253118,030,Gila,N,"For profit - Limited Liability company",96,68.4,,"Medicare and Medicaid",N,"GLOBE MEDICAL INVESTORS LLC",1987-03-31,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,,,2.00475,0.55997,0.79032,1.35029,3.35504,2.88339,0.56185,0.08225,25.5,,15.4,,1,,1.34913,0.95558,2.21446,0.82052,0.65487,3.68985,3.27112,2.08297,0.58182,0.82116,3.48596,2.99591,2026-02-27,6,6,1,28,1,0,28,2024-01-04,3,0,3,12,0,0,12,24.000,,0,0.00,0,0,"1300 SOUTH STREET,GLOBE,AZ,85501",33.3939,'-110.77,,2026-07-01
035143,"LIFE CARE CENTER OF SCOTTSDALE","9494 EAST BECKER LANE",SCOTTSDALE,AZ,85260,4808606396,060,Maricopa,Y,"For profit - Limited Liability company",132,63.3,,Medicare,N,"COVE ASSOCIATES LLC",1987-04-30,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,N,N,N,None,Yes,5,,4,,5,,,2,5,,3,,,,2.12666,1.20150,0.64988,1.85138,3.97804,3.43956,0.36159,0.20767,61.3,,83.3,,1,,1.41141,0.99969,2.31668,0.85839,0.68510,3.86017,3.42211,2.11215,1.19330,0.64545,3.95090,3.41610,2025-08-28,1,0,1,4,0,0,4,2024-09-12,7,4,6,48,1,0,48,15.000,,1,6414.00,0,1,"9494 EAST BECKER LANE,SCOTTSDALE,AZ,85260",33.5841,'-111.88,,2026-07-01
035144,"Peoria Post Acute and Rehabilitation","13215 NORTH 94TH DRIVE",PEORIA,AZ,85381,6239337722,060,Maricopa,Y,"For profit - Partnership",179,170.5,,"Medicare and Medicaid",N,"PEORIA HEALTHCARE LLC",1987-06-10,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,4,,5,,4,,5,,1,,,,2.32807,1.08189,0.71736,1.79924,4.12731,3.70508,0.51322,0.07263,,27,,27,,27,1.83312,1.29838,3.00887,1.11487,0.88980,5.01354,4.44459,1.78027,0.82732,0.54856,3.15614,2.83326,2026-03-20,4,3,1,16,1,0,16,2024-04-05,2,1,1,12,1,0,12,15.000,,0,0.00,0,0,"13215 NORTH 94TH DRIVE,PEORIA,AZ,85381",33.6044,'-112.26,,2026-07-01
035145,"DEVON GABLES REHABILITATION CENTER","6150 EAST GRANT ROAD",TUCSON,AZ,85712,5202966181,090,Pima,Y,"For profit - Limited Liability company",312,183.3,,"Medicare and Medicaid",N,"DEVON GABLES REHABILITATION CENTER LLC",1987-11-08,"ATIED ASSOCIATES",53,12,2.3,2.6,1.8,3.2,N,,Y,Y,N,Resident,Yes,2,,2,,3,,3,,3,,4,,,,2.26169,0.86529,0.51287,1.37816,3.63985,3.34784,0.45303,0.03615,28.2,,30.4,,0,,1.25864,0.89148,2.06592,0.76548,0.61095,3.44235,3.05170,2.51890,0.96370,0.57120,4.05380,3.72858,2023-07-14,2,1,1,12,1,0,12,2022-04-29,12,7,5,80,1,0,80,29.000,,0,0.00,0,0,"6150 EAST GRANT ROAD,TUCSON,AZ,85712",32.2506,'-110.86,,2026-07-01
035146,"Life Care Center of Paradise Valley","4065 EAST BELL ROAD",PHOENIX,AZ,85032,6028670212,060,Maricopa,Y,"For profit - Corporation",210,103.5,,"Medicare and Medicaid",N,"LIFE CARE CENTERS OF AMERICA, INC.",1987-11-02,"LIFE CARE CENTERS OF AMERICA",311,194,3.4,2.9,3.3,4.5,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,4,,,,2.32437,0.81457,0.60692,1.42149,3.74586,3.20574,0.44603,0.03263,25.3,,30.8,,1,,1.40163,0.99276,2.30063,0.85245,0.68036,3.83343,3.39840,2.32461,0.81466,0.60698,3.74626,3.20608,2026-02-20,2,2,0,12,1,0,12,2024-07-18,26,8,21,128,1,0,128,41.000,,0,0.00,0,0,"4065 EAST BELL ROAD,PHOENIX,AZ,85032",33.6407,'-112,,2026-07-01
035147,"VILLA MARIA POST ACUTE AND REHABILITATION","4310 EAST GRANT ROAD",TUCSON,AZ,85712,5203239351,090,Pima,Y,"For profit - Limited Liability company",83,57.0,,"Medicare and Medicaid",N,"MOUNT LEMMON HEALTHCARE LLC",1987-08-17,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,,2,2,,,,1.98116,1.30369,0.22890,1.53258,3.51374,2.85419,0.17171,0.09694,41.8,,,27,0,,1.30235,0.92244,2.13767,0.79207,0.63217,3.56191,3.15769,2.13240,1.40322,0.24637,3.78199,3.07208,2026-01-23,5,5,0,36,1,0,36,2023-09-15,13,9,4,88,1,0,88,49.000,,1,8018.00,0,1,"4310 EAST GRANT ROAD,TUCSON,AZ,85712",32.2506,'-110.9,,2026-07-01
035151,"Sabino Canyon Rehabilitation & Care Center","5830 EAST PIMA STREET",TUCSON,AZ,85712,5207225515,090,Pima,Y,"For profit - Limited Liability company",112,99.7,,"Medicare and Medicaid",N,"ENSIGN SABINO LLC",1987-10-07,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,Y,N,Resident,Yes,4,,3,,5,,5,,5,,3,,,,1.83422,0.76223,0.55296,1.31519,3.14940,2.71227,0.27839,0.04657,46.3,,38.9,,0,,1.32844,0.94092,2.18050,0.80794,0.64483,3.63327,3.22095,1.93547,0.80431,0.58348,3.32326,2.86200,2023-08-25,7,3,4,36,1,0,36,2022-07-28,6,6,0,32,1,0,32,35.000,,0,0.00,0,0,"5830 EAST PIMA STREET,TUCSON,AZ,85712",32.2434,'-110.87,,2026-07-01
